Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Sr,Y,Zr,Mo,Ru,Ag,Cd,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,S_autres_TR,Th,U,Température,Poh,Ln(V0)
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,6.608446923,-2.440698395
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,5.608446923,-1.726938488
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,4.708446923,-1.266422841
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,3.608446923,-0.8749832552
0,5.61,57.19,13.63,0.52,4.14,14.72,0,0.98,0,0.66,0,0,0.66,0,0.68,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,90.0,2.008446923,0.4835428095
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,5.044681749,-6.217111229
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,4.044681749,-5.019625586
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,3.044681749,-3.914375771
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,23.0,2.044681749,-3.361765152
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,5.574956091,-5.272844571
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,4.774956091,-4.950622624
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,3.874956091,-3.753225994
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,2.574956091,-2.555865739
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,40.0,1.774956091,-2.463763745
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,5.307263587,-3.960425745
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,4.507263587,-2.901258807
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,3.707263587,-2.095351436
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,2.207263587,-0.5526220512
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,70.0,1.507263587,-0.690775994
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,4.408446923,-3.822273713
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,3.608446923,-0.6216975959
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,2.008446923,-0.1842065322
6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,1.29,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,90.0,1.408446923,0.1611813353
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,4.044681749,-5.29594618
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,3.044681749,-4.052549665
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,23.0,2.044681749,-3.315722409
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,4.774956091,-3.868343019
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,3.874956091,-3.200593225
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,2.574956091,-2.256533437
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,1.774956091,-1.84206807
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,5.307263587,-4.190705033
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,4.507263587,-2.647972835
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,3.707263587,-1.819042222
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,2.207263587,-0.5065687305
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,1.507263587,-0.1611809544
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,5.208446923,-2.486791866
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,4.408446923,-1.404576872
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,3.608446923,-0.5295945805
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,2.008446923,0.2532847548
3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0.01,1.38,0,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,1.408446923,0.8519564864
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,8.252080846,-8.864979188
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,6.052080846,-7.55249332
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,5.052080846,-6.378162858
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,4.152080846,-5.203842081
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,3.052080846,-4.236757104
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,20.0,2.052080846,-3.270432312
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,7.574956091,-5.894617367
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,5.574956091,-5.157792237
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,5.174956091,-5.203842081
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,4.574956091,-4.09860141
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,3.674956091,-3.430851655
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,40.0,1.974956091,-2.164430006
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,6.707263587,-4.904506574
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,4.907263587,-3.270432312
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,3.907263587,-1.84206807
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,3.207263587,-1.289447653
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,70.0,1.907263587,-0.8289306157
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,6.208446923,-3.453877532
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,4.408446923,-1.220370108
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,3.508446923,-0.3684136162
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,2.808446923,-0.4835428725
0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,90.0,1.708446923,0.4144653178
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,6.044681749,-5.134764851
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,4.044681749,-3.499929348
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.044681749,-0.7138013163
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,5.574956091,-2.993360628
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,3.674956091,-2.233507536
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1.974956091,0.7598530805
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,5.007263587,-0.9210340361
16.04,26.2,0,13.06,1.65,1.82,38.4,0,0,0,0,0,0,1.16,0,0,0,0,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,3.307263587,0.9440598882
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,6.044681749,-5.295945781
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,4.044681749,-3.730187859
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.044681749,-0.621697987
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,5.574956091,-3.822291265
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,3.674956091,-1.657861266
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1.974956091,0.9670857132
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,5.007263587,-0.9901115956
14.96,26.26,0,12.87,2.1,2.38,38.03,0,0,0,0,0,0,1.34,0,0,0,0,1.17,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,3.307263587,0.4605170183
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,5.080238862,-5.84857706
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,4.080238862,-4.996584471
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,3.080238862,-3.499913355
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,22.0,2.080238862,-1.980226269
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.8,4.749665552,-4.351924291
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,3.846513294,-3.43086309
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,2.546513294,-1.957195591
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,40.9,1.746513294,-0.5065680335
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,73.0,4.428766431,-2.740082811
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.3,3.699352162,-1.634837775
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.3,2.199352162,-0.0690778751
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,70.6,1.491454545,1.243396093
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,89.8,4.41316297,-1.980226269
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,90.4,3.599030395,0.06907726793
0,13.87,0,34.46,1.2,9.47,30.27,0,3.45,1.68,0.36,0,0,0.36,0,1.78,0,0,2.36,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,90.6,1.994329897,1.220370229
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,5.080238862,-5.940771433
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,4.080238862,-5.203916691
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,3.080238862,-3.407829324
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.080238862,-1.911144537
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,4.749665552,-4.466974687
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,3.846513294,-3.476902012
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,2.546513294,-1.93417132
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,1.746513294,-0.1611810014
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,4.428766431,-2.486796434
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,3.699352162,-1.796014509
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,2.199352162,-0.1611810014
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,1.491454545,1.289447777
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,4.41316297,-1.496680819
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,3.599030395,-0.09210322758
0,15.19,0,35.7,1.2,8.71,32.69,0,0.52,2.14,0,0,0,0.11,0,1.78,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,1.994329897,1.38155113
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,5.055323644,-6.401186558
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,4.055323644,-4.812402844
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,22.7,3.055323644,-4.904506249
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,4.746513294,-4.904506249
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,3.846513294,-4.420963378
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,40.9,2.546513294,-4.098292995
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,39.9,1.778126497,-3.638084444
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,71.0,4.480945809,-1.381551056
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,71.0,3.680945809,-1.151292546
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,70.1,2.204624909,-0.8519564839
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,70.1,1.504624909,0.9440598884
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.6,4.394329897,-1.151292546
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.6,3.594329897,0.1381551056
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.5,1.9966795,0.2532847082
0,11.99,0,33.26,1.17,6.51,33.35,0,6.0,2.36,0,0,0,0.13,0,2.05,0,0,2.26,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,90.5,1.3966795,1.197344248
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,5.044681749,-6.147902198
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,4.044681749,-5.503178377
6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,1.99,0,1.63,0,0,1.17,0.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,23.0,3.044681749,-4.443989276
