Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Rb,Sr,Y,Zr,Mo,Ru,Te,I,Cs,Ba,La,Hf,Ce,Pr,Nd,S_autres_TR,Température,ph,Ln(V0)
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7.5,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7.5,-0.04082199452
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7.5,2.954910279
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7.5,0.652325186
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,1.504077397
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,1.504077397
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,11.3,2.883123329
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,11.0,2.498151877
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.7,2.302585093
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,9.9,2.012232792
0,10.72,60.65,8.46,0,0,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,1.504077397
0,10.09,60.6,7.98,0,2.41,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0.0953101798
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.86,-2.813410717
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.04,-3.506557897
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.0,-1.966112856
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6.7,-2.207274913
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10.05,-2.813410717
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3.0,-0.3856624808
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7.13,-0.8915981193
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10.0,-1.347073648
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.0,-0.07257069283
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.0,-0.06187540372
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.45,-0.2231435513
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6.3,-0.2613647641
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8.8,-0.5978370008
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3.26,1.269760545
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6.5,0.6097655716
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8.57,0.3852624008
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,8.99,-6.921854203
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,9.99,-6.170591213
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,11.0,-4.305065594
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,12.02,-2.739540868
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,8.67,-5.163786474
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,9.55,-4.028556822
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,10.89,-2.009915479
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,11.74,-0.8794767588
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,8.08,-2.198225078
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,8.88,-1.64506509
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,10.43,-0.118783536
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,11.08,0.5877866649
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,7.72,-1.049822124
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,8.52,-0.4109802888
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,10.06,1.211940974
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,8.99,-5.554500772
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,9.99,-4.758321365
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,11.0,-4.034190639
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,12.02,-3.196625216
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,8.67,-4.017383521
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,9.55,-2.35598587
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,10.89,-1.386294361
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,11.74,-0.6931471806
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,8.08,-3.882464203
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,8.88,-0.5447271754
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,10.43,-0.0460439385
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,11.08,1.313723668
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,7.72,-1.870802677
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,8.52,0.2070141694
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.06,1.235471471
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.7,1.78339122
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,8.99,-6.331141915
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,9.99,-5.551920125
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,11.0,-4.474141924
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,12.02,-3.139602644
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,8.67,-3.717278929
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,9.55,-3.564893474
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,10.89,-1.760260802
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,11.74,-0.2876820725
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,8.08,-1.870802677
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,8.88,-1.666008264
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,10.43,-0.2997546537
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,11.08,0.9820784724
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,7.72,-0.9969586349
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,8.52,-0.08338160894
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,10.06,0.7466879475
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,10.7,1.528227857
