Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Rb,Sr,Y,Zr,Mo,Ru,Te,I,Cs,Ba,La,Hf,Ce,Pr,Nd,S_autres_TR,Température,ph,V0_Si_ou_r0_Si
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,4,0.3
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,5.6,0.15
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,6.9,0.15
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,8,0.2
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,10,1.7
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,70,11,3.5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,3,5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,4,0.8
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,5.6,0.5
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,6.9,0.6
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,8,0.7
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,10,10
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,11,15
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,90,7,0.35
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,150,7,5.57
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,200,7,20.89
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,90,7,0.21
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,150,7,1.91
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,200,7,31.13
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90,7.03,0.55
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,150,7.28,4.54
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,200,8.55,65.48
0,10.38,61.2,3.16,0,8.47,12.84,0,0,1.07,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,2.31,0,100,6.75,0.8
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7,0.48
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7.5,0.96
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,7.5,0.96
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7,1.92
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7.5,19.2
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,7.5,1.92
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,4.5
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,4.5
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,11.3,17.87
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,11.0,12.16
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.7,10.0
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,9.9,7.48
0,10.72,60.65,8.46,0,0,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,4.5
0,10.09,60.6,7.98,0,2.41,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,1.1
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.86,0.06
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.04,0.03
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.0,0.14
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6.7,0.11
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10.05,0.06
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3.0,0.68
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7.13,0.41
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10.0,0.26
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.0,0.93
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.0,0.94
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.45,0.8
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6.3,0.77
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8.8,0.55
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3.26,3.56
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6.5,1.84
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8.57,1.47
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,8.99,0.000986
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,9.99,0.00209
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,11.0,0.0135
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,12.02,0.0646
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,8.67,0.00572
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,9.55,0.0178
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,10.89,0.134
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,11.74,0.415
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,8.08,0.111
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,8.88,0.193
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,10.43,0.888
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,11.08,1.8
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,7.72,0.35
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,8.52,0.663
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,10.06,3.36
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,8.99,0.00387
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,9.99,0.00858
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,11.0,0.0177
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,12.02,0.0409
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,8.67,0.018
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,9.55,0.0948
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,10.89,0.25
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,11.74,0.5
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,8.08,0.0206
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,8.88,0.58
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,10.43,0.955
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,11.08,3.72
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,7.72,0.154
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,8.52,1.23
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.06,3.44
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,10.7,5.95
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,8.99,0.00178
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,9.99,0.00388
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,11.0,0.0114
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,12.02,0.0433
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,8.67,0.0243
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,9.55,0.0283
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,10.89,0.172
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,11.74,0.75
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,8.08,0.154
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,8.88,0.189
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,10.43,0.741
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,11.08,2.67
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,7.72,0.369
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,8.52,0.92
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,10.06,2.11
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,10.7,4.61
