Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Température,Ph_Final,V0_B_ou_r0_B
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,23.0,10.0,0.00457
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,23.0,11.0,0.00537
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,23.0,12.0,0.02951
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,40.0,8.0,0.00603
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,40.0,8.7,0.01318
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,40.0,9.6,0.02818
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,40.0,10.5,0.06918
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,40.0,11.6,0.20417
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,70.0,7.4,0.02692
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,70.0,8.2,0.05495
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,70.0,9.1,0.11482
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,70.0,9.9,0.41687
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,70.0,11.0,2.45471
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,90.0,7.8,0.20893
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,90.0,8.7,0.30903
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,90.0,9.6,1.09648
0,4.5,55.74,17.31,0.59,4.21,14.24,0,0.06,0.42,0,0,0,0.02,0.3,0,0,0,0.96,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,90.0,10.7,5.7544
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,23.0,8.0,0.00042
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,23.0,9.0,0.00129
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,23.0,10.0,0.00661
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,23.0,11.0,0.0195
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,23.0,12.0,0.04571
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,40.0,8.6,0.00776
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,40.0,9.6,0.0263
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,40.0,10.7,0.07586
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,40.0,11.6,0.15849
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,70.0,8.0,0.04467
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,70.0,9.0,0.12303
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,70.0,10.0,0.37154
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,70.0,10.9,1.04713
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,90.0,7.6,0.15136
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,90.0,8.6,0.23442
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,90.0,9.6,1.04713
0,6.02,56.08,16.23,0.52,4.11,13.5,0,0.22,0.73,0.09,0,0,0,0.09,0,0,0,0.77,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,90.0,10.5,2.88403
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,23.0,8.0,-2.64
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,23.0,9.0,-2.49
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,23.0,10.0,-1.95
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,23.0,11.0,-1.69
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,23.0,12.0,-1.46
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,40.0,8.7,-1.82
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,40.0,9.7,-1.33
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,40.0,10.7,-1.13
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,40.0,11.7,-0.97
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,70.0,8.0,-1.07
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,70.0,8.9,-0.92
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,70.0,9.7,-0.44
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,70.0,10.8,-0.19
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,90.0,7.6,-0.8
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,90.0,8.6,-0.66
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,90.0,9.4,-0.04
3.43,5.8,56.4,10.62,0.53,3.06,14.1,0,0.24,3.67,0,0,0,0,0.06,0,0,0,0.81,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,90.0,10.3,0.07
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,-2.38
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,10.0,-2.05
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,11.0,-1.75
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,12.0,-1.37
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,8.7,-1.78
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,10.9,-1.0
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,11.7,-0.41
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,8.1,-0.93
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,8.9,-0.25
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,10.4,-0.02
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,11.1,0.54
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,7.7,-0.46
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,8.5,0.09
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,10.1,0.57
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,10.7,0.79
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,11.0,0.1148
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,12.0,0.3631
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,8.7,0.0575
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,9.6,0.1622
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,10.9,0.3311
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,11.7,0.5129
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,8.1,0.8511
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,8.9,1.5488
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,10.4,2.9512
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,11.1,3.8905
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,7.7,1.6218
0,8.0,56.31,13.74,0.51,4.06,12.37,0,0.19,2.9,0,0,0,0,0.26,0,0,0,0.75,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,8.5,2.7542
